is_bad,text
0,masa kecepatan indosat cuma mentok 50 kb
0,sebenarnya itu adalah sebuah sindiran dari say atau sebaliknya semua partai sama saja .
0,by kita di grebek
0,sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt
0,deny itu tidak berkualitas kasar bahasa nya dan dia menutup dari realitas sosial masyarakat bahwa dollar itu sangat berperan besar dalam ekonomi
0,memang junior skrng tak reti hormat senior ke aku dulu senior tegur pasal sangul aku dah malu gila kot nih aku
1,"gtu aja masa gabs, dasar setan jahanam muka batu"
0,"teknik-teknik pencitraan ini , kalau memang bermanfaat untuk rakyat kenapa masih diimpor , kalau hanya ingin meraih simpatisan menjual nama rakyat , sebaiknya tobat dulu pak , jangan asal bunyi ."
1,agama islam memang agama setan alat buat penipu itulah islam
0,tidak ada bencana di dunia ini hubungan nya dengan pemuka agama karna zaman skrg itu tidak ada yg murni seperti
0,"Yallah... yaallah... w mau scrolling ig aja ngelag, kea buka pake internet explorer aja dah ah. Kok gue akhir ini banyak merasakan ketidakstabilan sistem ig yah... ntut amat ngomong apaan gue"
0,sekurang kurang nya rm kalau budak yang miskin kau nk suruh mcm mana minta sedekah ke lepastu bila tak cukup kau
0,gatau aku ga jago bikin nick
0,Dear coba bisa d jelaskan kenapa tb sy dpt sms kaya yg paling bawah. Sampe minus k lagi. Kan sy kaget bangun nyalain hp langsung d palakin gitu. Makasih ya.
0,aku penat korang nampak aku main tapi dalaman aku perasaan aku jangan nak sesuka hati judge org
0,"suka pengin marah pakai indosat di kos , sinyal nya hilang-hilangan seperti kamu"
0,gimana mau tirus kamu ngasih cokelat mulu
0,adik aku ni spesis mulut manis dgn gf tapi dengan aku mulut cam gampang geram aku
0,pesan moral yang disampaikan jokowi sangat tidak berkualitas
0,jelang duel barca vs milan disambut hujan angin seharian ! alam pun tahu dan menangis sedih melihat permainan trik kotor kedua tim ck ck ck
0,"gojek . grab makanan nya tidak lengkap , driver nya galak , sama harga ride nya lebih mahal dari gojek ."
0,"pdhl km lebih kampungan loh,pake kerudung tapi mulutnya cuihh.."
0,muak
0,semua sibuk aku doang yang engga gabut solo
0,penulisan menu sangat kacau dan menimbulkan salah persepsi . berbeda dengan harapan . bahkan penyajian es teh yang sangat sederhana saja mengecewakan . gula tidak disajikan terpisah seperti layaknya standar kafe . sup buntut terasa hambar dengan buntut yang penuh gajih nyaris tak berdaging .
0,"seharusnya kalo bisnis udah makan uang rumah tangga dan terusan ngegerus, udah stop dan cari bisnis lain, atau cari ide lain. atau ngurangin biaya operasional . misal jualan online dulu. bisa abis kerajaan kalo uang rumah tangga disatuin sama uang bisnis."
1,nonton bokep teross memekk
0,orang selalu kata aku penat when dia sebenarnya tengah rasa sedih
0,pas ketemu om tante dengar kalimat dulu kamu masih kecil sekarang udah gede ya rasanya pengen banget teriak eh bgst
0,"Salut sekali Banting tulang demi menghidupi keluarga. yg duduk di bangku empuk, pakai AC Malah merampok. yg milih rakyat jelata lagi"
0,"kalau ada perbedaan pendapat rasanya soal wajar, tapi kalau sudah menyudutkan dan menyalahkan itu yg ngga bener. sekecil apapun pelecehan tetaplah pelecehan dan harua ada hukuman. efek pelecehan bisa jangka panjang. #forgiveme"
0,Begitu pasang yg paling tinggi. Masih mak cret. Kayak gitu kok mikir jihad. Melayani dgn baik aja dulu. Kalo ngga seneng dgn pekerjaannya keluar. Kejar passion mu. Jadi sepanjang hari ngga nyinyiri org lain mulu..
1,banyak konspirasi buat orang bingung dasar oposisi jahanam babi asuu
0,aku cuma acah acah happy je depan kawan padahal life aku sunyi sepi tinggal cengkerik je bunyi
0,"ini konspirasi zionis israel buat menjajah umat terutama bagi penggemar sabung ayam , musnahkan !"
0,"pelayanan yang buruk dari dua orang pelayan perempuan yang dijilbab dan laki-laki yang sedikit kemayu . pertama saya datang dan pesan tempat , kondisi nya disebelah saya saat itu ada pelanggan yang lain , tak lama kemudian pelanggan tersebut pergi , lalu saya dan pasangan saya menanyakan kepada petugas yang membereskan meja sebelah saya untuk saya pindah ke sebelah karena lebih tinggi ."
0,kekacauan selama 16 tahun ada nya kpk ini seperti ada yang menjaga supaya tetap kacau . ketidaksinkronan antara lembaga dan antara aturan sebetulnya kasat mata . tapi sengaja dijaga . saling curiga antar lembaga terus saja terjadi mulai sampai
0,"kebanyakan omong doang . bukti nyata nya dalam kinerja nya mana ? sudahkah membantu masyarakat ? kuliah saja dulu saja yang benar . nanti kalau sudah lulus kalian akan dilema , akan jadi apakah ? karena mencari pekerjaan tidak semudah kalian teriak-teriak di depan forum seperti ini"
0,"pengiriman lambat , 2 hari baru dikirim setelah pembayaran di verifikasi tokopedia . windows yang dimemasang bin 10 pro bukan original ."
0,jangan salah paham mereka digreb
0,Pura pura tidak tau Pura pura bodo Adalah sikap aku ke kamu sebagai wujud masih ada toleransi akan sikapmu Jangan
0,"dari panjang segitu , berapa panjang jalan yang dibangun pada masa anda tolong jangan menagihkan pemimpin terdahulu . benar nya hal begini tidak perlu diekspos karena sudah kewajiban anda sebagai presiden yang digaji oleh rakyat ."
0,"kalau ada yang salah dengan tingkah laku aku boleh kok bicara langsung ke aku , jangan bicara di belakang . tidak asik kayak begitu . pengecut !"
0,jika kita berobat hslnya akan berbeda jika kita berobat ke klinik biasa amp ke rumah sakit dengan dokter ahli di dalamnya
0,army dan bts paling menonjol dri smuanya army mau bernafas aja disalahin mau jalan aja disalahin
0,perasaan sedih marah kecewa itu mengganggu dan menyakitkan namun disaat yang bersamaan perasaan ini juga memberi pesan
0,jarak yg kamu buat semakin nyata semakin jauh
0,berantakan
0,astagfirullahaladzim apa mereka ini
0,"Sebel aja sih kalau aku punya barang baru entah itu hp, baju, skin care, make up, etc. Terus ada teman yang sentimen tanggapannya. Rasanya pingin jawab ""Emang aku minta sama kamu buat beli ini?!"""
0,sudah lapor berkali-berkali ketetapi tidak ditanggapi . air ledeng bocor ke jalan di jalan . sindang sari 1 antapani . bagaimana nih kang kok enggak beres-beres
0,pagi sudah marah-marah karena pelayanan id cabang sanur yang tidak professional dan mengecewakan ! tidak salah banyak yang review jelek .
0,"Ganti. Presiden cuma sama kaos itu pilpres diman bro jd sebutin. Presiden. Loe bkn koar ganti presiden, sadar diri n partai"
0,kebanyakan nonton sinetron yg ceritanya org jahat di azab petir sampe gosong dpt iden
0,buat dai yguka umbar kebencian kita lari dari tv yg isinya kotoran pergi ke majelis yg kita dapet kotoran dibawah ke maje
0,aku tak faham betul lelaki tak suka perempuan pakai makeup
0,masalah
0,kita adalah nkri penolak ht dan fpi laknat
0,msh jg bego Dia dihukum atau ditembak ga masalah dan ga ada yg bela Nah sibangsat Cabul kabur padahal yg bela jt org tolol. Masih ga berani jg balik Kenapa Kalau waras berpikir pasti kau tau jawabannya
0,ada yg mau serius tapi aku nya masih raguuu gmn donggg yaudah jangan dikasih harapan dianya kasiaan
0,Jujur aja ya ni org malah bagusan kaga oplas..ada tu foto dia sblm dn sesudah oplas.. dioplas mukanya aneh... kyknya gagal oplasnya...
0,gosah tulis nama mereka
0,iya pak mereka tau pemerintah kita tidak mampu jangan kan mengurus negara mengurus relawan dan pendukung nya saja t
0,"kalau boleh jujur , aku agak kecewa sama keputusan nya . secara , aku juga fans akb48 , dan aku juga penggemar bts . waktu tahu mereka mau rilis album yang ditulis sama aki - p , aku rasanya senang banget . tapi ternyata tidak seindah yang aku membayangkan ."
0,then mase aku tade mood tu ternampak pula post pasal kucing lah dobi lah lagi buat aku geram
0,ini dia konglomerat di belakang nya ! catat kalian itu
0,"sudah dari tadi komplain belum ada jawaban , parah !"
0,para supporter itu menghabisi seseorang sambil berzikir tiada tuhanelain allah entah apa yang ada dalam pikiran
0,Pertanyaan yang dulu pada masa itu bikin kesel... Apalagi kalo sodara jauh yang nanya... Untung ga gue tanya balik kapan opname?
0,bunuh saja itu fadli zong . manusia pemecah belah indonesia
0,snapchat can stick chat for hrs helo nak forever aku dah la pelupa member cerita semalam pun tak ingat dah
0,daoming feng menegurhancai karena datang ke rumahnya sebagai pelayan dirinya tak elegan sama sekali gimana kalau kamu ada di
0,cemburu tetapi bukan siapa-siapa
0,kalau ahok tidak ditangkap maka kami di aceh akan pergi ke jakarta untuk memotong kepala rezim yahudi ini dan seluruh cina yang ada di aceh kami potong leher nya .
0,maaf ya salah ga sih gua geli dan ga suka liat rp cewe menel sana sini pansos sombong mandang folls bahkan gender
0,"Jedar emg muka 2 kali, didepan baik, dibelakang busuk, mulutnya kek banci cucoklah 2 banci tu"
0,mungkin mereka sudah lupa pada jati diri mereka sebagai bangsa yang gemah ripah loh jinawi toto tentrem kerto rah
0,saya sangat kecewa dengan pelayanan gojek indonesia
0,takut kamu culik soalnya terus minta tukeran sama abangnya
1,dasar anak kampang
0,aku terkejut
1,woi zaadit kampret cupu naif . bek ui bubarkan saja tidak guna . kalau lo lo pada merasa hebat dengan keritisasi lo coba besok jokowi kasih uang lo pergi ke papua . berani tidak kkn sebulan
0,tidak senang
0,perasaan cewek itu lebih peka dari cowok jadi kalo kamu bohong sama cewek sebernarnya dia tau tapi dia cuma dia lebih memilih diam
0,"lagi enak-enak makan . tiba-tiba lihat di dinding ada kecoak gede banget . panggil pelayan2 nya kasih tahu kalau ada kecoak , malah pada teriak-teriak bilang jijik malah pada pergi saling menyuruh temen nya untuk mengusir si kecoak . makanan di meja malah saya anak saya yang umur 6 tahun yang sibuk tarik2 meja karena takut si kecoak terbang ke makanan ."
0,Enak banget mak lagu2 dialbumnya paling suka yg inih sm beautiful mistake
0,entahlah makin lucu aja umat di negeri ini mereka semakin tak bisa bedakan mana kr
0,"Yg bego mah elu, ibu mana sih yg mau ngasih contoh buruk ke anaknya , pake mata lo, emg ada di dugem bawa anak , bego sih -_- jaman udah texas , dan gue jamin dijaman anaknya jga pasti udh lebih texas . Selagi ga ngerugiin lo yaudah . Sewot banget ."
0,SEMUA WARGA BERHAK NYAPRES NYAWAPRES.. dan warga sebagai konstituen punya hak juga utk milih dan tidak memilih.. jadi jangan gederasa dulu kalo wajahnya dah masuk tivi dan koran.. tebarkan bantuan ke kirikanan tanpa harus nunggu jadi petinggi mumpung itu lebih baik #wisngonowae
0,member lgi penting dri aku
0,"positif : - atmosfir dengan kursi dan meja dengan kayu berkualitas negatif : - menu makanan banyak yang tidak tersedia - harga tidak nilai untuk uang - pelayanan kurang memuaskan - nasi liwet yang tidak standar , order 2 kuali yang satu asin standar , yang satu asin banget"
0,penakut
0,muslim malaysia jangan sombong atau merasa suci kerana tiada tsunami barangkali kita sedang di uji dengan nikmat istidraj
0,saya ganteng tidak-suka mati saja kamu
0,"Naksir Ama ceweknya, kyanya lembut banget Kya bolu"
0,aku gak di ajak
0,"jika kita membiarkan minoritas memimpin terus , bisa-bisa negara kita diambil sama mereka . jangan pilih lagi yang minoritas ."
0,"yang terhormat bank bca , sepertinya anda harus menambah jumlah personil pelayanan pelanggan representatif officer deh , daripada dijuluki bank besar pelayanan payah"
0,jokowi bicara revolusi mental hanya sekadar propaganda .
0,kamu kok maruk
0,bedes psikopat akan dengan mudahnya melakukan tindak kekerasan khususnya ketika kekerasan itu dipakai untuk mencapai tujuan
0,guru tapi kelakuan kayak sampah
0,tolong sebelum kau nak kacau orang yg aku sayang kau fikir dulu mcm mana perasaan kau bila ada orang kacau buah hati kau
0,"tiba-tiba teringat ingin makan cah kangkung di bandung , saya googling dan mendapatkan restoran ini . setelah bermacet - macetan di jam pulang kantor , kami tiba di ujung jalan kebon kawung . restoran nya sederhana saja , tanpa ac . ketika melihat daftar makanan dan harga nya , saya langsung kaget juga . cah kangkung special dengan daging sapi dan telur puyuh dihargai rp . 90.000 , - wow mahal sekali ."
0,mandi saja aku malas apalagi suruh ngejar ngejar kamu mas
0,"walaupun porsi nya besar , tapi secara rasa , biasa saja . harga memang sesuai dengan porsi sih . penyajian nya juga tidak rapi , ya begitu saja ."
0,"ujungnya bukan soal kopi ato duit yg keluar tapi bagaimana cara kamu memperlakukan dan melayani konsumen ketika ada complain terhadap barang/jasa yg dijual. ingat itu yak, haiii Mba Barista Gancit."
0,yang melarang gbk dijadikan venue konser pada songong-songong amat dah . rumput lo siapa yang mau pelihara kalau tidak ada duit konser . belum lagi kursi yang suka dirusak supporter bola . aduh .
0,"baik beberapa kali ke sini entah buat kerja , perjalanan keluarga , teman-teman atau pasangan . sekadar santai-santai . tempat nya enak dengan alunan musik sunda . relaxing banget . di gubuk-gubuk makan dan nikmatin suasa . alam yang ditata tetapi tetap natural tetapi sayang makanan nya kurang enak menurut saya . lebih ke standart . but boleh dicoba tetapi jangan berharap lebih buat makanan nya ."
0,"Semua orang berhak bicara agama. Apalagi para koruptor, kalo ketangkep disidang langsung ganti penampilan, berjilbab, pake peci, pake baju koko dll. Maling mendadak religius."
0,"sebenarnya tempat nya nyaman , bagus banget , cocok untuk keluarga , pasangan , atau kongkow kongkow cantik sama teman , cuma ya itu , makanan nya kurang enak sih kalau menuruut gua , dengan harga yang gua keluarkan sih gua saya kecewa denagn rasa dari makanan nya , memang cara presentasi makanan nya sih bagus , unik , tapi rasanya kurang , apalagi minuman nya , tidak berasa apa"
0,"Aku termasuk orang yang tidak habis pikir dengan orang yang menganggap wajar hal tersebut dan justru menyalahkan Via Vallen karena dianggap lebay, namanya pelecehan dalam bentuk apapun itu pasti menyakitkan. Tidak peduli jenis pelecehan apa itu."
0,kita yg naik kete kecik mengeluh sempit kita yg naik kete biasa mengeluh x laju kita yg naik kete separa mewah idamk
0,terakhir-terakhir pakai indosat rasanya ingin marah hampir tidak bisa dipakai
0,memuliakan kita itu tugas tuhan jangan diambil alih dengan sikap belaguemakin jaim justru semakin dihina
0,memang dari awal kau tak percaya aku pun so apa lagi klako
0,"makan siang di sini asyik juga . nuansa bali walaupun music nya musik sunda kadang musik khas bali bergantian . tempat nya enak dan adem tapi sayang sekali pesan kopi lama banget datang nya , diminta berkali kali , iya pak iya pak hampir 1 jam dan ketika kopi datang pun bukan kopi panas tapi kopi ade , ini kah ciri khas kopi di sini . kalau khas nya kopi dingin tidak enak ."
0,sangat kecewa sekali karena liga champions tidak disiarkan di channel-channel indihome baik channel lokal ataupun channel sports nya . seharusnya kalian perjuangkan hak siar itu karena pelanggan sudah bayar mahal . kecewa
0,rusak
0,"kesan pertama menginap di rumah stroberi , cek in tidak bisa jam 2 siang karena yang menginap sebelumnya terlambat cek out , tidak ada apa pun yang ditawarkan pihak staf rumah stroberi saat kami harus selama satu jam menunggu kamar dibersihkan . kemudian kami juga diberitahukan bahwa restoran tutup jam 5 sore sehingga jika ingin memesan makanan untuk makan malam harus sebelum jam 5 sore . cukup menyebalkan ."
0,"permisi , tumpang tanya . ada tidak partai di indonesia yang lebih banyak melakukan pemberontakan dan membunuh rakyat terutama ulama , santri serta jendral-jendral kita selain pki ?"
0,"demokrasi mulai terpinggirkan , otoriter dan tangan besi perlahan dijulurkan , sebentar lagi dpr dibubarkan kan buang-buang anggaran juga boros , kekuasaan absolut di depan mata . wara wiri dengan kereta kencana alangkah nimat nya"
0,lepaskanlah dia tidak mau kamuadarlah jangan membatu
0,ingin marah dengan signal telkomsel
0,tidak kelebihan
1,"larang larang orang parkir di depan teras nya ? lah situ cina tai tinggal di negara siapa ? tidak tahu diri , ngapain lu bangun rumah ditanah orang indonesia !? pergi sana lo balik kecina dasar anak babi !? cina !"
0,bilangin kamu nakal
0,semoga kita para wanita dijauhkan dari laki laki babi yang suka main fisik kek gini btw ini story temenku miris ba
0,kepada para suami aku nasihatkan jangan forward gambar ni kepada isteri aku baru forward tadi
0,"suka heran sama telkomsel , kuota nya banyak kok tapi cepat banget abis nya , padahal tidak banyak buka aplikasi berat . mencurigakan"
0,"kak , kuota saya habis , pulsa saya baru isi , tanggung jawab !"
0,kebodohan pembodohan yang telanjang bencana alam dibahas di acara diskusi politik anda tak punya empati
0,masih bersama dingin dan secangkir kenangan serta kerinduan tentang kamu sayang
0,kamu yang dichat aku yang sakit
0,macet sekali astagah
0,si allah swt berada di bawah kaki ku . camkan itu
0,"beberapa hari lalu , saya bersama seorang teman bertemu di kafe halaman . kafe ini sudah lama saya ketahui namun hanya satu dua kali saja saya ku njungi . di tengah persaingan industri makanan di kota bandung , kafe halaman cukup baik dalam memanjakan pelanggan nya . makanan di kafe ini terbilang sederhana dan tidak ada yang mengesankan ."
0,di obrolan chat panjang kita pernah saling takut kehilangan sampai pada suatu waktu obrolan kita mulai kosong mulai sep
1,"Lha bknnya elu imam cabul dibelain ama jt org tolol lho, kebayang kan betapa begonya manusai model kau takut ga msk surga"
0,GoBlOk gua nonton berkali≤ kaget juga
0,bye pun salah tak hi lagi salah
0,ini lampung bagaimana ya . teman saya ini loh minimal dan saya kesal karenanya kok tidak dilirik sama sekali sih . ingin menegaskan bahwa pendidikan khusus adalah pendidikan luar biasa !
0,"bandung suki restoran ini sudah tak enak lagi . beda sejak pertama buka , tamu berjubel harus tunggu , kebagian meja , sekarang kosong melompong , makananan rasanya sudah tak enak lagi , saya tidak terpaksa tidak ke sini ."
0,dari segi rasa tidak jauh berbeda dengan batagor sejenis lainnya . mungkin karena sudah punya nama yang cukup terkenal jadi harga nya pun ikut menyesuaikan walaupun porsi nya tidak ikut menyesuaikan . buat kami mungkin bukan jadi pilihan utama untuk makan di sini .
1,Pengen sumpel timah panas ke congor si anak babi pesek buruk rupa
0,agak menyesal dengan keputusan masuk film ingin masuk seni rupa tapi dong bakat aku tidak terpakai nanti .
0,"Trus apa yg slh, beliau sdh mngatakn isi hatinya sedih kalo impor. Dan yg jadi Presiden negara ini kan pak JKW bukan anda dn sy.Mikir woi"
0,"jawa itu memang dibentuk moral nya sungkan jadi memang cocok nya ya buat jadi pesuruh saja , karena cocok nya memang jadi bagian pembantu begitu saja ."
0,Saling menyalahkan dan mencari pembenaran sendiri apakah itu bijak Hal ini biasa karena basis suporter jg besar di tmbah provokator yg anjing #pantangmunsur #jakmania
0,ini restoran masakan nya tidak enak banget
0,"tidak puas sama sekali . pesan teh tarik kemanisan , memesan kentang goreng layu tidak panas pas datang . sudah pasti tidak akan kembali lagi . agak menyesal bawa keluarga ke sini ."
0,cuma jadi saksi bisu pengemis mengemis ide . bisa apa ? menyusahkan saja
0,kesal saja dengan kelakuan nyinyir terus kelompok sebelah .
0,komplotan sebanyak ini sudah 1 bulan lebih tidak ada penanganan yang pasti astaga
0,"ini hotel , international sih , tapi kok mengecewakan sekali !"
0,"admin permasalahan saya itu pada registrasi ulang , kenapa malah jawaban nya on off kan data , tidak jelas !"
0,mesakke ik pengen aku ngewangi mbeneke
0,kau bukan perempuan jadi memang tak empathi terhadap ketakutan perempuan terhadap lelaki yg tak kenal aku pernah kena kacau le
0,demi turun ngambil ini aku kepleset ditangga
0,aku seorang je ke rasa benda ni tak kelakar malah benda ni jugak bodoh
0,"saya datang per 8 dengan teman-teman saya sehingga banyak varian sushi yang saya cicipi . rasa dan kualitas bahan di restoran ini biasa saja , sangat jauh dengan restoran-restoran sushi lainnya yang sering kita jumpai di pusat perbelanjaan besar . namun dengan harga 100 ribu , bisa dibilang kualitas nya sesuai dengan harga yang ditawarkan ."
0,"sangat keliru analisis anda , kesalahan paling fatal adalah demiz jadi kader demokrat top ada pembicaraan sebelumnya dan saat masih tahap negoisasi dengan gerindra , lanjut nya demiz memberikan izin meikarta di saat pak hica pandjaitan hadir di peresmian meikarta ."
0,"jajanan pasar , harga standar . rasa standar . tidak banyak pilihan ."
0,iya wa untungnya hp ga ikut dimaling di kantong samping akutu naruhnya ya ampun ngeri jaman skr
0,"pemandangan yang ditawarkan cukup bagus , staff nya ramah . sayang , menu nya tidak lengkap dan rasanya biasa saja , rasa tidak sesuai harga . terlalu mahal ."
0,bunyi petasan orang yang eforia membuat bayi di kamar terbangun dan rewel . ayo jangan ganggu orang lain
0,"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila"
0,sorry
0,"sedih baca twit yang muncul di , sepicik itu kah mereka memandang agama . yang kotor , licik dan korup itu bukan agama tapi manusia"
0,hayang leweh ajeeggggg
0,godan shoping yang terkutuk sebel~
0,biadab sekali yang melakukan inieorang wanita seyogyanya tidak diperlakukan sperti ini mereka yang melakukan a
1,tokoh agama ? tahilah . sampah indonesia baru benar .
0,Woww tuduhan lagi Rujukan nya please siapa yg bilang mas ?
0,"petugas hanya mencatat dan memberikan surat pir , setelah itu apa ? kita pulang ke hotel dengan barang yang menempel di badan . berjam-berjam ditunggu tetap tidak ada kabar . benar-benar mengecewakan ."
0,percuma punya pelayanan pelanggan jelek amat pelayanan . saya mention tidak pernah dibalas . payah dasar pelayanan nya bad sekali !
0,baru kali ini penanganan bencana benar kacau balau sebelum jokowi bencana juga ada tapi gak kayak gini situasinya teri
0,ras lemah ! main nya pedang2an
0,haruskah mengeluh karena ujian dari tuhan padahal ujian itu tidak sebanding dengan nikmatnya yg telah kita terima qur
0,rasanya biasa saja . lumayan saja untuk ngemil di daerah riau . tapi bukan pilihan kalau sengaja jajan ke sini
0,kawan jangan hiraukan oleh pasukan golput yg cuitanya memojokan pasangan capres amp cawapres jokowi amp hk ma'ruf ami
0,"kalau boleh jujur , aku agak kecewa sama keputusan nya . secara , aku juga fans akb48 , dan aku juga penggemar bts . waktu tahu mereka mau rilis album yang ditulis sama aki - p , aku rasanya senang banget . tapi ternyata tidak seindah yang aku membayangkan ."
0,Ya Allah bahagia itu gak harus dgn cara yg mewah sesederhana begini aj deh bahagia bisa komunikasi dgn keluarga
0,sadar dong kalau aku tuh kangen bangetama kamuuu '
0,miror mileaitu juga norak beraninyahare di base iri yaama kita yang lagieneng
0,".alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg"
0,setelah sy nonton gs pki tdk ada manfaatnya bagi rakyat indonesia hanya membangunkan rasa dendam antar anak bangsa
0,tidak bersyukur
0,aku benci soalan bala dgn amelia dh la takde duit nk pinjam pinjam lak cb tul pastu aku lak aku kena kire
0,sakit period pain ni dah mcm sakit beranakeriously k tipu ja aku mana tahu sakit beranak tu mcm mana
0,"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin..."
0,"Muljem ngomong gak jelas blepotan, gak nyadar mau idup enak aja pake rebut laki orang dulu"
0,"Semoga ga putus lagi ya. Ka bella udah bahagia banget tuh, ga malu"
0,ketika kamu letih harus memperbaiki ujung sprei yang selalu lepas dan lepas terus yang sabar tak perlu menangis
0,kadang aku prefer diam daripada jujur kau nak pendam pun takpelah janji aku tak tahu yang aku lukai kau kau pun tak
0,org tua wanita lagi teganya mereka melakukan kekerasan tsb
0,negara indonesia terancam bangkrut .
0,aku tak boleh kalau orang tengok aku buat kerja automatik jadi bodoh
0,di saat kita sedang bergelak tawa ketika ini budak form  sedang berduka sambil skip soalan math yg susah
0,"tni tidak guna , lagian indonesia juga tidak pernah perang buat apa ada tni"
0,"capek mengantre , capek mencari tempat duduk , cape duduk . buat yang tidak punya waktu lama dan sudah kelaperan , mendingan tidak ke sini . saya ke sini pas liburan lebaran makanan di ruko-ruko sekitar sini juga rada mahal dan rasanya standar ."
0,jawa semua tidak level film nya .
0,seharusnya kreativitas para supporter yang membakar semangat para pemain eh malah unjuk kekuatan ampe merenggut ny
0,eeeee apa masalah orang kita ni
0,khas untuk suami yg curang dgn isteri tak reti appreciate isteri dan kaki betina betapa besarnya pengorbanan seorg ibu
0,marah geram bercampur heran dan penasaran ada apa dengan rezim ini mengapa sangat takut menetapkan status bencana
0,weeee aku ya kudu mbacot kok kudu ngomel sing puwedessss juga yen kesinggung dolane kurang jauhhhh mending ma
1,"bacot , lu bisa nya beli indosat itu saja pakai protes grgr sinyal busuk , gadibales marah"
0,kadang kadang apa yang kita suka tu tak semestinya kita miliki
0,bangsat gua menyesal seumur hidup
0,"LU KIRA SEMUA ORANG PAS NGENTOT SADAR DIKELUARIN DIDALEM, PAS LAGI ENAK-ENAKNYA SEMPET GTU MIKIR KELUAR DIDALEM APA ENGGAK YA? ANJIR INI GUA JADI DARAH TINGGI MASA"
0,"baterai abc makin cepat banget sih abis nya , tidak awet kayak zaman dulu"
0,masih ada kok membekas bagaimana mereka posting black campaign tujuannya satu agar pengagungnya menang
0,"kebiasaan balajaer nyampah d ig para artis..suka2 yg punya ig lah mau bikin caption apa,kok balajaer yg heboh dan asik ceramahin yg punya ig.tar lama2 d bikinin lagu sm teh melly loh balajaer yg berjudul""ketika balajaer bersabda""demi seonggak koin laknat nya.balajaer ngamuk berarti mengiyakan banget koin laknat nya jd penggoda d rt nya gigi.duh elah balajaer kami smua tau kale kelakuan biduan lo itu kek apa.minus segala2nya!lagi masih d bela mati2an,pd sakit jiwa"
1,rantai komenlu dah bego ga da isinya panjang pula harusnya homoseksual le
0,jadi cuma aku yang selalu kangen lebih dulu
0,lokasi sangat sejuk dan homo . pemandangan indah . banyak pameran-pameran seni dan kreatif di sana . banyak hasil karya seni dipajang di sana . namun makanan tidak terlalu enak
0,sby juga cabut saja warga kehormatan nya ! lagipula sepakterjang sby uji banding banyak penyelewengan nya jika di banding pengabdian nya !
0,kerjamu opo
0,ptl kalian pernah ga sih ngerasain kecewa bgttt sampe kalian gabisa marah gabisa ngerasain sedih terus gbs benci sama org
0,"Terlalu berlebihan bila masjid dianggap tempat munculnya ""radikalisme"". Pola pikir kita telah terbawa oleh yg buat sekenario, seakan oknum umat islam saja lah yg ""radikal"". Sadari perang pemikiran kaum sekuler. Betul kta Aa Gym dibawah. Terorisme mustahil lahir dari Agama."
0,mereka menyesal kerana tidak solat dan kurang beramal di dunia lalu memohon utk dikembalikan ke dunia semula https
0,"oh enggak suka dibilang kampret , padahal situ dari awal cabang cebong"
0,awal nya saya pertama kali ke tokyo connection adalah yang di jalan progo bandung . pada saat itu saya cukup puas dan tidak ada masalah dengan orderan saya . namun hal itu berbeda dengan pengalaman saya pada hari sabtu tanggal 21 maret 2015 di bandung indah plaza pada pukul 12.15 .
0,"Enggak perlu banyak berandai-andai, hidup didunia real, enggak seperti di film ""Radit and Jani"". Gunakan pola pikir yang logis aja sekarang sih."
0,tidak positif
0,"Mending ngusut masalah teroris demi pertahanan dan perdamaian NKRI. Etdah Pak, gausa bawa aparat hukum buat kepentingan politik situ napa. Btw sesekali nunjukin komentar yg pantes sbg alumni UI Pak. Biar gak dipertanyakan khalayak"
0,ada waktu dimana mungkin kamu lelah dengan semua yang terbiasa
0,+ saya tdk setuju jokowi disamain umar bin khatab sebab Umar bin khatab - tidak lempar hadiah ke umat - bacaan al quran nya fasih - tau kapan harus keras dan keras dan tau kapan harus berlemah lembut - mempersatukan bukan memecah belah Jokowi jauh
0,"Di Palembang sudah uji coba venue utk Asian games, Jakarta kapan? Ini to gubernur yg elo elo banggain duh, sing penting Islam gawean Ra kelar pikir keri."
0,ngeremehin aku ya
0,selamat pagi senin dan hari-hari yang melelahkan lainnya
0,"biang kerusakan , anggota dpr ri sebut cm penjahat lingkungan"
0,fahri maling teriak maling
0,wkwkwkwk sombong abis kalau lo gak sekolah gak bisa sbm juga kaliekolah aja udah gitu gimana p
0,makin loner aku bila tengok benda ni
0,sudah muak dengan indihome makin ke sini makin mahal bayar nya dan kualitas nya makin menurun
